material_description,material_type,eoq_units,reorder_point_units,avg_inventory_units,avg_lead_time_days,inventory_turnover,avg_inventory_value,carrying_cost,currency_code
The Divining Rod Red,raw_material,0.0,0.0,8.6,8.4,,472.57,94.51400000000001,USD
The Dreaming Tree CC Chard,raw_material,0.0,0.0,10.705882352941176,8.058823529411764,,2364.1800000000003,472.836,USD
The Dreaming Tree Cab Svgn,raw_material,0.0,0.0,11.642857142857142,8.285714285714286,,1954.3700000000001,390.874,USD
The Dreaming Tree Crush Red,raw_material,0.0,0.0,10.0,8.4,,599.5,119.9,USD
The Dreaming Tree Everyday,raw_material,0.0,0.0,5.642857142857143,6.0,,513.105,102.62100000000001,USD
The Dreaming Tree Pnt Nr CA,raw_material,0.0,0.0,6.869565217391305,8.0,,2052.42,410.48400000000004,USD
The Dreaming Tree Svgn Bl,raw_material,0.0,0.0,5.108108108108108,8.18918918918919,,2455.11,491.02200000000005,USD
The Dubliner Irish Whiskey,raw_material,0.0,0.0,4.472222222222222,7.638888888888889,,3701.39,740.278,USD
The Famous Grouse,raw_material,0.0,0.0,9.605263157894736,7.842105263157895,,4508.175,901.635,USD
The Famous Grouse Smoky Blk,raw_material,0.0,0.0,6.3125,7.875,,2019.4950000000001,403.899,USD
The Feathery Blended Scotch,raw_material,0.0,0.0,8.714285714285714,9.0,,2933.39,586.678,USD
The Federalist 1776 Zinfande,raw_material,0.0,0.0,4.526315789473684,7.894736842105263,,1375.14,275.028,USD
The First Lady Cab Svgn,raw_material,0.0,0.0,6.0,8.0,,77.94,15.588000000000001,USD
The Girls in the Vineyard Wh,raw_material,0.0,0.0,7.5,8.333333333333334,,449.775,89.955,USD
The Glendronach 12 Yr Scotch,raw_material,0.0,0.0,5.735294117647059,9.529411764705882,,5459.025,1091.805,USD
The Glenlivet 12 Yr Gift Pk,raw_material,0.0,0.0,3.0,6.666666666666667,,377.91,75.58200000000002,USD
The Glenlivet 12 Yr Single,raw_material,0.0,0.0,12.82258064516129,8.451612903225806,,9942.025,1988.405,USD
The Glenlivet 15Yr FrenchOak,raw_material,0.0,0.0,4.15,8.7,,2241.585,448.317,USD
The Glenlivet 18 Yr Single,raw_material,0.0,0.0,4.2,8.9,,13353.739999999998,2670.748,USD
The Glenlivet 25 Yr Old,raw_material,0.0,0.0,0.5,7.0,,299.99,59.998000000000005,USD
The Glenlivet Archive 21 Yr,raw_material,0.0,0.0,3.4583333333333335,8.083333333333334,,7572.085,1514.4170000000001,USD
The Glenlivet Founders Res,raw_material,0.0,0.0,5.833333333333333,8.055555555555555,,4920.45,984.09,USD
The Glenlivet Nadurra,raw_material,0.0,0.0,6.038461538461538,7.512820512820513,,16247.644999999999,3249.529,USD
The Glenlivet w/2 50mLs Pak,raw_material,0.0,0.0,1.9090909090909092,8.363636363636363,,902.79,180.55800000000002,USD
The Glenrothes Triple Pack,raw_material,0.0,0.0,11.157894736842104,7.526315789473684,,8265.880000000001,1653.1760000000004,USD
The Great American Wine Chrd,raw_material,0.0,0.0,1.5,9.0,,17.985,3.597,USD
The Insider Cab Svgn,raw_material,0.0,0.0,9.5,8.0,,170.90499999999997,34.181,USD
The Irishman Single Malt,raw_material,0.0,0.0,3.8205128205128207,7.102564102564102,,4915.51,983.1020000000001,USD
The King's Ginger Liqueur,raw_material,0.0,0.0,5.304347826086956,9.173913043478262,,3658.7799999999997,731.756,USD
The London No 1 Gin,raw_material,0.0,0.0,3.472972972972973,8.027027027027026,,3853.7149999999997,770.743,USD
The Lost Colony Red Sonoma,raw_material,0.0,0.0,4.375,9.0,,279.82500000000005,55.965,USD
The Macallan 10 Yr Fine Oak,raw_material,0.0,0.0,4.25,7.416666666666667,,2606.49,521.298,USD
The Macallan 12 Yr Old,raw_material,0.0,0.0,6.638297872340425,7.319148936170213,,21768.88,4353.776000000001,USD
The Macallan 17Yr Old Scotch,raw_material,0.0,0.0,4.333333333333333,6.333333333333333,,3129.87,625.974,USD
The Macallan 18 Yr Old,raw_material,0.0,0.0,5.25,7.576923076923077,,35488.635,7097.727000000001,USD
The Macallan 25 Yr Old,raw_material,0.0,0.0,0.8571428571428571,6.714285714285714,,8839.94,1767.988,USD
The Macallan Double Cask 12,raw_material,0.0,0.0,2.7211538461538463,7.788461538461538,,7781.085,1556.217,USD
The Macallan Fine Oak 15 Yr,raw_material,0.0,0.0,4.970588235294118,7.647058823529412,,8829.154999999999,1765.831,USD
The Macallan MOP,raw_material,0.0,0.0,0.5,9.0,,749.995,149.999,USD
The Macallan No.2 Edition,raw_material,0.0,0.0,1.9166666666666667,8.666666666666666,,1149.885,229.977,USD
The Macallan Rare Cask,raw_material,0.0,0.0,2.8,7.2,,20536.8,4107.360000000001,USD
The Messenger Telegram Red 1,raw_material,0.0,0.0,3.8,7.6,,322.80999999999995,64.562,USD
The Messenger Telegram Red 2,raw_material,0.0,0.0,5.666666666666667,7.166666666666667,,497.15999999999997,99.432,USD
The Messenger Telegram White,raw_material,0.0,0.0,3.0,6.0,,56.97,11.394,USD
The Monterey Vyds Chard,raw_material,0.0,0.0,11.0,7.5,,659.34,131.86800000000002,USD
The Monterey Vyds Pnt Nr,raw_material,0.0,0.0,11.5,8.2,,689.425,137.885,USD
The Naked Grape Box Harvest,raw_material,0.0,0.0,5.0,10.0,,79.95,15.990000000000002,USD
The Naked Grape Box Merlot,raw_material,0.0,0.0,3.5,7.75,,453.72,90.744,USD
The Naked Grape Box Moscato,raw_material,0.0,0.0,5.0,9.0,,239.85,47.97,USD
The Naked Grape Cab Svgn,raw_material,0.0,0.0,5.0,8.2,,214.25,42.85,USD
The Naked Grape Chard,raw_material,0.0,0.0,7.5,7.6,,279.625,55.925000000000004,USD
The Naked Grape Harvest Red,raw_material,0.0,0.0,6.25,8.0,,154.25,30.85,USD
The Naked Grape Malbec,raw_material,0.0,0.0,15.0,7.0,,89.85000000000001,17.970000000000002,USD
The Naked Grape Moscato,raw_material,0.0,0.0,7.875,8.25,,191.685,38.337,USD
The Naked Grape Pnt Grigio,raw_material,0.0,0.0,5.533333333333333,8.333333333333334,,830.67,166.13400000000001,USD
The Naked Grape Pnt Nr,raw_material,0.0,0.0,9.571428571428571,8.714285714285714,,468.33000000000004,93.66600000000001,USD
The Other Red,raw_material,0.0,0.0,8.083333333333334,7.833333333333333,,538.515,107.703,USD
The Path Cab Svgn,raw_material,0.0,0.0,6.666666666666667,9.0,,219.8,43.96,USD
The Path Merlot,raw_material,0.0,0.0,7.0,7.0,,83.93,16.786,USD
The Path Pnt Nr,raw_material,0.0,0.0,8.166666666666666,8.333333333333334,,318.255,63.65100000000001,USD
The Peach Chenin Bl/Viognier,raw_material,0.0,0.0,4.9,7.4,,302.755,60.55100000000001,USD
The Peat Monster Scotch,raw_material,0.0,0.0,2.9,3.6,,2392.065,478.413,USD
The Pessimist Cab Svgn,raw_material,0.0,0.0,6.0,8.0,,95.94,19.188,USD
The Pessimist Red,raw_material,0.0,0.0,5.055555555555555,6.111111111111111,,1228.0449999999998,245.60899999999998,USD
The Pinot Project Pnt Grigio,raw_material,0.0,0.0,4.928571428571429,7.142857142857143,,551.655,110.331,USD
The Pinot Project Pnt Nr,raw_material,0.0,0.0,3.85,7.4,,538.615,107.72300000000001,USD
The Pogues Irish Whiskey,raw_material,0.0,0.0,3.975,7.35,,2613.705,522.741,USD
The Prisoner Red Napa Valley,raw_material,0.0,0.0,10.078947368421053,7.315789473684211,,7861.5650000000005,1572.313,USD
The Quiet Man Irish Whiskey,raw_material,0.0,0.0,3.03125,8.15625,,5818.0599999999995,1163.612,USD
The Quiet Man Single Malt 8Y,raw_material,0.0,0.0,9.366666666666667,7.733333333333333,,7023.595,1404.719,USD
The Rule Cab Svgn Napa Vly,raw_material,0.0,0.0,4.0,5.0,,166.92,33.384,USD
The Scarlet Ibis,raw_material,0.0,0.0,2.0,7.0,,59.98,11.996,USD
The Seeker Cabernet Svgn,raw_material,0.0,0.0,2.5,7.0,,34.975,6.995000000000001,USD
The Seeker Chard,raw_material,0.0,0.0,6.75,6.5,,188.865,37.773,USD
The Seeker Malbec,raw_material,0.0,0.0,10.083333333333334,8.0,,725.395,145.079,USD
The Seeker Pinot Noir,raw_material,0.0,0.0,69.91666666666667,7.333333333333333,,2722.555,544.5110000000001,USD
The Seeker Rose,raw_material,0.0,0.0,7.0,6.5,,195.86,39.172000000000004,USD
The Seeker Svgn Bl,raw_material,0.0,0.0,5.0,8.285714285714286,,419.65,83.93,USD
The Shepherd Svgn Bl,raw_material,0.0,0.0,6.9375,7.375,,831.945,166.389,USD
The Show Malbec Argentina,raw_material,0.0,0.0,9.0,7.0,,107.91,21.582,USD
The Show Pnt Nr,raw_material,0.0,0.0,10.0,7.0,,119.9,23.980000000000004,USD
The Spiced Tree Scotch,raw_material,0.0,0.0,5.722222222222222,4.888888888888889,,2831.985,566.397,USD
The Steward's Solera Bourbon,raw_material,0.0,0.0,46.0,10.0,,6540.620000000001,1308.1240000000003,USD
The Transcendentalist,raw_material,0.0,0.0,4.0,5.0,,111.96,22.392,USD
The Tweeddale 12 Yr Old,raw_material,0.0,0.0,15.5,10.0,,821.345,164.269,USD
The Usual Suspect Cab Svgn,raw_material,0.0,0.0,6.5,7.0,,64.935,12.987000000000002,USD
The Velvet Devil Merlot,raw_material,0.0,0.0,7.0,8.0,,335.72,67.144,USD
The White Doe White,raw_material,0.0,0.0,3.5,9.0,,55.965,11.193000000000001,USD
The White Knight Prosecco,raw_material,0.0,0.0,6.0,7.0,,101.94,20.388,USD
The Wolftrap Syrah Vio Mourv,raw_material,0.0,0.0,6.0,6.75,,215.76,43.152,USD
Thierry Delaunay Tour Svgn B,raw_material,0.0,0.0,12.892857142857142,8.428571428571429,,2705.695,541.139,USD
Thomas Goss Shiraz McLaren,raw_material,0.0,0.0,10.5,7.0,,188.89499999999998,37.778999999999996,USD
Thorn Napa Valley Merlot,raw_material,0.0,0.0,4.821428571428571,8.071428571428571,,2631.8250000000003,526.3650000000001,USD
Thorny Rose Cab Svgn,raw_material,0.0,0.0,10.25,9.0,,675.885,135.17700000000002,USD
Thorny Rose Pnt Grigio,raw_material,0.0,0.0,12.5,9.0,,137.375,27.475,USD
Thorny Rose Red,raw_material,0.0,0.0,11.125,7.75,,978.11,195.622,USD
Thorny Rose Svgn Bl NZ,raw_material,0.0,0.0,13.5,7.285714285714286,,2077.11,415.422,USD
Three Knights Svgn Bl,raw_material,0.0,0.0,4.583333333333333,7.833333333333333,,274.725,54.94500000000001,USD
Three Olives Berry Vodka,raw_material,0.0,0.0,8.25,9.0,,197.83499999999998,39.567,USD
Three Olives Blueberry Vodka,raw_material,0.0,0.0,2.6666666666666665,9.666666666666666,,95.92,19.184,USD
Three Olives Cherry Vodka,raw_material,0.0,0.0,11.5,7.2,,861.925,172.38500000000002,USD
Three Olives Chocolate Vodka,raw_material,0.0,0.0,0.0,9.0,,0.0,0.0,USD
Three Olives Citrus Vodka,raw_material,0.0,0.0,7.4411764705882355,7.352941176470588,,3057.4700000000003,611.494,USD
Three Olives Espresso Vodka,raw_material,0.0,0.0,10.2,7.6,,1528.98,305.796,USD
Three Olives Grape Vodka,raw_material,0.0,0.0,9.0,8.444444444444445,,1214.19,242.83800000000002,USD
Three Olives Loopy Vodka,raw_material,0.0,0.0,9.625,7.333333333333333,,1731.345,346.269,USD
Three Olives Mango Vodka,raw_material,0.0,0.0,6.25,7.5,,374.75,74.95,USD
Three Olives Orange Vodka,raw_material,0.0,0.0,5.8,6.6,,434.71000000000004,86.94200000000001,USD
Three Olives Peach Vodka,raw_material,0.0,0.0,3.4583333333333335,7.666666666666667,,456.08500000000004,91.21700000000001,USD
Three Olives Pomegranate,raw_material,0.0,0.0,8.75,8.0,,1573.95,314.79,USD
Three Olives Raspberry Vodk,raw_material,0.0,0.0,12.692307692307692,7.923076923076923,,2473.35,494.67,USD
Three Olives Strawberry,raw_material,0.0,0.0,20.666666666666668,8.0,,1486.7600000000002,297.35200000000003,USD
Three Olives Vanilla Vodka,raw_material,0.0,0.0,13.083333333333334,8.5,,941.2150000000001,188.24300000000002,USD
Three Olives Vodka,raw_material,0.0,0.0,23.38888888888889,7.333333333333333,,3617.395,723.479,USD
Three Olives Vodka w/3 50mls,raw_material,0.0,0.0,9.162790697674419,7.3023255813953485,,5906.06,1181.212,USD
Three Saints Cab Svgn,raw_material,0.0,0.0,12.0,6.0,,149.88,29.976,USD
Three Saints Snt Maria Chard,raw_material,0.0,0.0,11.5,6.0,,195.385,39.077,USD
Three Thieves Bnd Pnt Grigio,raw_material,0.0,0.0,10.5,7.0,,83.89500000000001,16.779000000000003,USD
Three Thieves Cab Svgn,raw_material,0.0,0.0,6.0,12.0,,47.94,9.588,USD
Three Thieves Chard,raw_material,0.0,0.0,8.0,7.0,,63.92,12.784,USD
Three Wishes Cab Svgn,raw_material,0.0,0.0,7.0,6.0,,23.03,4.606000000000001,USD
Three Wishes Chard,raw_material,0.0,0.0,12.5,6.0,,41.125,8.225,USD
Three Wishes Merlot,raw_material,0.0,0.0,9.0,7.0,,29.61,5.922000000000001,USD
Three Wishes Pnt Grigio Colm,raw_material,0.0,0.0,6.5,6.0,,21.385,4.277,USD
Thunevin Calvet Constance Bl,raw_material,0.0,0.0,7.794117647058823,6.0,,1986.175,397.235,USD
Thunevin Calvet Cuvee Constn,raw_material,0.0,0.0,10.86111111111111,8.777777777777779,,3471.045,694.209,USD
Thunevin Calvet L'Amourette,raw_material,0.0,0.0,4.555555555555555,6.444444444444445,,737.5899999999999,147.518,USD
Tia Maria Coffee Liqueur,raw_material,0.0,0.0,8.208333333333334,7.666666666666667,,1673.5149999999999,334.703,USD
Tiamo Prosecco,raw_material,0.0,0.0,8.5,8.0,,161.415,32.283,USD
Tiefenbrunner Pnt Grigio,raw_material,0.0,0.0,7.666666666666667,7.916666666666667,,1195.08,239.01600000000002,USD
Tierra Divina Malbec,raw_material,0.0,0.0,6.0,9.0,,101.94,20.388,USD
Tikal Natura Malbec,raw_material,0.0,0.0,5.2,8.6,,519.74,103.948,USD
Tilia Bonarda Mendoza,raw_material,0.0,0.0,5.568965517241379,8.172413793103448,,1936.385,387.27700000000004,USD
Tilia Chard Mendoza,raw_material,0.0,0.0,8.625,8.75,,344.655,68.931,USD
Tilia Malbec Mendoza,raw_material,0.0,0.0,9.357142857142858,8.142857142857142,,654.345,130.869,USD
Tilia Malbec Syrah  Mendoza,raw_material,0.0,0.0,4.75,9.5,,94.905,18.981,USD
Tin Barn Cab Svgn Sonoma Cty,raw_material,0.0,0.0,16.0,8.0,,351.84,70.368,USD
Tin Barn Svgn B Hi Vista Vyd,raw_material,0.0,0.0,21.0,8.0,,335.79,67.158,USD
Tin Cup Whiskey,raw_material,0.0,0.0,6.769230769230769,7.846153846153846,,2199.12,439.824,USD
Tin Roof Cab Svgn,raw_material,0.0,0.0,6.0,7.0,,71.94,14.388,USD
Tineta Tinto Fino Ribera Del,raw_material,0.0,0.0,6.5,9.0,,90.935,18.187,USD
Tintero Langhe Arneis,raw_material,0.0,0.0,2.0,6.0,,17.98,3.596,USD
Tintero Moscato D'Asti,raw_material,0.0,0.0,8.375,5.0,,368.16499999999996,73.63300000000001,USD
Tintonegro Mendocino Malbec,raw_material,0.0,0.0,3.5,11.0,,38.465,7.693000000000001,USD
Tisdale Chard Cal,raw_material,0.0,0.0,9.5,11.0,,37.905,7.581,USD
Tisdale Shiraz Cal,raw_material,0.0,0.0,6.5,10.0,,25.935000000000002,5.187000000000001,USD
Tisdale Vineyards Moscato,raw_material,0.0,0.0,6.0,10.0,,23.94,4.788,USD
Tisdale Vyds Sweet Red,raw_material,0.0,0.0,6.0,10.0,,23.94,4.788,USD
Tisdale Vyds Wh Znfdl Cal,raw_material,0.0,0.0,6.5,10.0,,25.935000000000002,5.187000000000001,USD
Tito's Handmade Vodka,raw_material,0.0,0.0,22.13157894736842,7.947368421052632,,8333.794999999998,1666.759,USD
Tiziano Chianti,raw_material,0.0,0.0,8.7,9.2,,565.065,113.01300000000002,USD
Tiziano Pnt Gr Delle Venezie,raw_material,0.0,0.0,6.0,11.0,,71.94,14.388,USD
Tiziano Prosecco,raw_material,0.0,0.0,2.0,9.5,,67.96,13.592,USD
Toad Hollow Cab Svgn Lodi,raw_material,0.0,0.0,30.083333333333332,8.666666666666666,,1586.5949999999998,317.31899999999996,USD
Toad Hollow Eriks The Red 12,raw_material,0.0,0.0,16.615384615384617,9.0,,1725.84,345.168,USD
Toad Hollow Mendocino Chard,raw_material,0.0,0.0,9.653846153846153,8.923076923076923,,2006.745,401.34900000000005,USD
Toad Hollow Risque Sparkling,raw_material,0.0,0.0,8.5,9.0,,144.415,28.883,USD
Toasted Head Cab Svgn,raw_material,0.0,0.0,5.75,7.75,,229.77,45.95400000000001,USD
Toasted Head Chard,raw_material,0.0,0.0,45.0,6.5,,899.1,179.82000000000002,USD
Toasted Head Merlot Cal,raw_material,0.0,0.0,8.4,8.6,,461.58,92.316,USD
Toasted Head Untamed Red,raw_material,0.0,0.0,7.8,9.0,,428.61,85.722,USD
Tohu Chard Marlborough NZ,raw_material,0.0,0.0,9.0,8.6,,629.5500000000001,125.91000000000001,USD
Tohu Pnt Nr Marlboro,raw_material,0.0,0.0,6.5,8.333333333333334,,487.30499999999995,97.461,USD
Tohu Svgn Bl Marlboro,raw_material,0.0,0.0,8.785714285714286,9.0,,1720.77,344.15400000000005,USD
Tolaini Al Passo Toscana,raw_material,0.0,0.0,9.041666666666666,7.5,,2711.415,542.283,USD
Tom Eddy Cab Svgn Napa,raw_material,0.0,0.0,2.75,8.5,,371.44499999999994,74.289,USD
Tom Eddy Elodian Cab Svgn,raw_material,0.0,0.0,6.4,9.0,,1055.68,211.13600000000002,USD
Tom Eddy Manchster Ridge Pnt,raw_material,0.0,0.0,20.8,9.8,,4990.96,998.1920000000001,USD
Tom Eddy Mt Veeder Cab S Rsv,raw_material,0.0,0.0,1.0,11.0,,77.99,15.597999999999999,USD
Tom Gore Cabernet Svgn CA,raw_material,0.0,0.0,12.409090909090908,8.136363636363637,,3546.27,709.2540000000001,USD
Tom Gore Chardonnay CA,raw_material,0.0,0.0,15.782608695652174,7.956521739130435,,4715.37,943.0740000000001,USD
Tom Gore Svgn Bl,raw_material,0.0,0.0,6.725806451612903,9.35483870967742,,2708.415,541.683,USD
Tomahawk Maple Cream Liqueur,raw_material,0.0,0.0,12.0,9.0,,11.879999999999999,2.376,USD
Tomaiolo Chianti Clsco Rsva,raw_material,0.0,0.0,13.615384615384615,8.153846153846153,,2122.23,424.446,USD
Tomaiolo Pinot Grigio,raw_material,0.0,0.0,10.0,8.11111111111111,,998.1,199.62,USD
Tomaiolo Toscana,raw_material,0.0,0.0,4.844827586206897,7.896551724137931,,1544.095,308.819,USD
Tomasello Cranberry Wine NJ,raw_material,0.0,0.0,10.0,7.0,,124.9,24.980000000000004,USD
Tomatin 12 Yr Old Scotch,raw_material,0.0,0.0,5.785714285714286,7.964285714285714,,4819.88,963.976,USD
Tomatin 18 Yr Single Malt,raw_material,0.0,0.0,5.666666666666667,7.833333333333333,,7953.98,1590.7959999999998,USD
Tomatin Cu Bocan Scotch Whis,raw_material,0.0,0.0,9.0,9.714285714285714,,3149.37,629.874,USD
Tomatin Scotch 14Yr Portwood,raw_material,0.0,0.0,3.717948717948718,6.846153846153846,,7973.55,1594.71,USD
Tommasi Amarone,raw_material,0.0,0.0,7.9,9.8,,2369.605,473.92100000000005,USD
Tommasi Pinot Grigio Le Ros,raw_material,0.0,0.0,7.0,7.857142857142857,,734.51,146.90200000000002,USD
Tommasi Poggio Al Tufo Rompi,raw_material,0.0,0.0,4.611111111111111,8.222222222222221,,663.585,132.717,USD
Tommasi Tenuta Filo Prosecco,raw_material,0.0,0.0,6.75,6.666666666666667,,607.095,121.41900000000001,USD
Tommasi Valpo Clsc Supr Rafl,raw_material,0.0,0.0,7.5,7.9,,1199.25,239.85,USD
Tommaso Bussola Amarone Clsc,raw_material,0.0,0.0,1.5,8.0,,89.985,17.997,USD
Tommy Guns Vodka,raw_material,0.0,0.0,5.076923076923077,8.0,,2544.84,508.968,USD
Tooters Ala-Bama Slama 15 Pk,raw_material,0.0,0.0,4.52542372881356,8.11864406779661,,2400.33,480.06600000000003,USD
Tooters Apple-tini 15 Pk,raw_material,0.0,0.0,5.575757575757576,8.393939393939394,,1654.16,330.832,USD
Tooters Blu-D Kamikazi 15 Pk,raw_material,0.0,0.0,5.797297297297297,8.324324324324325,,1935.855,387.17100000000005,USD
Tooters Red-diculous 15 Pk,raw_material,0.0,0.0,4.135593220338983,8.169491525423728,,2193.56,438.712,USD
Torii Mor Pnt Nr Deux Verres,raw_material,0.0,0.0,3.75,9.0,,262.425,52.485,USD
Torino Don David RSV Malbec,raw_material,0.0,0.0,7.5,7.5,,404.7,80.94,USD
Torremoron Tinto,raw_material,0.0,0.0,8.25,7.5,,151.635,30.327000000000005,USD
Torres Altos Ibericos Rioja,raw_material,0.0,0.0,6.857142857142857,8.142857142857142,,575.52,115.104,USD
Torres Celeste Crianza,raw_material,0.0,0.0,4.35,8.0,,695.565,139.113,USD
Torres Garnacha 5G,raw_material,0.0,0.0,5.625,8.0,,449.55,89.91,USD
Torres Sangre de Toro Catal,raw_material,0.0,0.0,5.6875,7.5,,454.545,90.909,USD
Torres Tempranillo Coronas,raw_material,0.0,0.0,10.5,10.0,,167.895,33.579,USD
Torresella Pinot Grigio Ven,raw_material,0.0,0.0,8.833333333333334,8.083333333333334,,1387.94,277.588,USD
Torresella Prosecco Xtra Dry,raw_material,0.0,0.0,2.9545454545454546,7.136363636363637,,959.35,191.87,USD
Torrontes Jelu San Juan,raw_material,0.0,0.0,5.785714285714286,8.0,,485.595,97.119,USD
Tortilla Gold Tequila Liquer,raw_material,0.0,0.0,7.666666666666667,7.333333333333333,,551.54,110.308,USD
Tortiose Crk La Charmel Mus,raw_material,0.0,0.0,7.2,8.1,,1003.78,200.75600000000003,USD
Tortoise Creek Cab Svgn,raw_material,0.0,0.0,10.0,8.0,,129.9,25.980000000000004,USD
Tortoise Creek Cal Pnt Nr,raw_material,0.0,0.0,3.0,9.0,,77.94,15.588000000000001,USD
Tortoise Creek Chard,raw_material,0.0,0.0,9.25,6.5,,234.815,46.96300000000001,USD
Tortoise Creek Rose le Charm,raw_material,0.0,0.0,7.696969696969697,7.454545454545454,,3802.46,760.4920000000001,USD
Tortoise Creek Svgn Bl,raw_material,0.0,0.0,10.5,8.0,,136.395,27.279000000000003,USD
Toschi Chard,raw_material,0.0,0.0,11.5,9.0,,137.885,27.576999999999998,USD
Toschi Pnt Nr,raw_material,0.0,0.0,9.5,9.0,,113.905,22.781000000000002,USD
Totts Brut Calif,raw_material,0.0,0.0,11.5,8.333333333333334,,275.655,55.131,USD
Totts Extra Dry,raw_material,0.0,0.0,6.75,8.0,,215.73000000000002,43.14600000000001,USD
Toucas Vinho Verde DOC,raw_material,0.0,0.0,5.0,7.0,,49.95,9.990000000000002,USD
Tozai Blossom of Peace,raw_material,0.0,0.0,4.8,8.4,,407.76,81.552,USD
Tozai Typhoon Sake,raw_material,0.0,0.0,0.5,12.0,,7.995,1.5990000000000002,USD
Tozai Well of Wisdom Sake,raw_material,0.0,0.0,4.5,8.25,,411.31999999999994,82.264,USD
Tracia Malbec,raw_material,0.0,0.0,8.0,9.166666666666666,,371.52,74.304,USD
Trackers Crossing Moscato,raw_material,0.0,0.0,1.5,9.0,,10.485,2.097,USD
Trader Vics Chocolate Liquer,raw_material,0.0,0.0,3.736842105263158,7.526315789473684,,1844.58,368.91600000000005,USD
Trader Vics Macadamia Nut,raw_material,0.0,0.0,3.3421052631578947,7.2894736842105265,,2157.7299999999996,431.546,USD
Tranzind Red Blend,raw_material,0.0,0.0,10.25,8.5,,327.795,65.559,USD
Trapiche Broquel Mndz Malbec,raw_material,0.0,0.0,5.648148148148148,8.74074074074074,,1694.975,338.995,USD
Trapiche Cab Svgn,raw_material,0.0,0.0,85.5,8.0,,512.145,102.429,USD
Trapiche Cab Svgn Oak Cask,raw_material,0.0,0.0,8.125,8.0,,292.175,58.435,USD
Trapiche Malbec Mendoza Oak,raw_material,0.0,0.0,5.5,6.5,,87.89,17.578,USD
Travis Hasse's Apple Pie Liq,raw_material,0.0,0.0,0.5,6.0,,7.995,1.5990000000000002,USD
Treana Chard CC,raw_material,0.0,0.0,4.25,8.5,,152.915,30.583,USD
Treana Red Calif,raw_material,0.0,0.0,5.4,8.8,,815.7299999999999,163.146,USD
Trefethen Cab Svgn,raw_material,0.0,0.0,10.0,8.666666666666666,,6446.3,1289.26,USD
Trefethen Chard Napa,raw_material,0.0,0.0,8.2,9.3,,2705.1800000000003,541.0360000000001,USD
Trefethen Dragon's Tooth Red,raw_material,0.0,0.0,7.0,5.6,,3779.3,755.86,USD
Trefethen Rsv Cab Svgn,raw_material,0.0,0.0,1.875,5.0,,809.925,161.985,USD
Trentadue Merlot Alex Vly,raw_material,0.0,0.0,0.5,10.0,,9.495,1.899,USD
Trentadue Old Patch Red Son,raw_material,0.0,0.0,6.8,6.2,,441.65999999999997,88.33200000000001,USD
Trentadue Znfdl Alex Vly,raw_material,0.0,0.0,6.25,7.5,,836.0,167.2,USD
Tres Agaves Anejo Tequila,raw_material,0.0,0.0,4.5,7.636363636363637,,1633.005,326.601,USD
Tres Agaves Blanco Tequila,raw_material,0.0,0.0,5.176470588235294,7.117647058823529,,2111.12,422.224,USD
Tres Generaciones Reposado,raw_material,0.0,0.0,4.388888888888889,8.11111111111111,,1461.105,292.221,USD
Tres Ojos Old Vines Garnacha,raw_material,0.0,0.0,12.0,7.0,,47.88,9.576,USD
Tribuno Dry Vermouth,raw_material,0.0,0.0,8.642857142857142,8.428571428571429,,543.895,108.779,USD
Tribuno Sweet Vermouth,raw_material,0.0,0.0,4.863636363636363,8.272727272727273,,480.96500000000003,96.19300000000001,USD
Tridente Tempranillo Castila,raw_material,0.0,0.0,75.0,8.0,,1423.5,284.7,USD
Triennes Rose,raw_material,0.0,0.0,8.75,6.5,,1049.3,209.86,USD
Triennes Rose 2012,raw_material,0.0,0.0,6.0,11.0,,89.94,17.988,USD
Trim Cabernet Sauvignon,raw_material,0.0,0.0,2.0,9.0,,25.98,5.196000000000001,USD
Trimbach Gewurztraminer,raw_material,0.0,0.0,9.166666666666666,8.333333333333334,,1011.9499999999999,202.39,USD
Trimbach Pnt Bl,raw_material,0.0,0.0,7.909090909090909,8.0,,1147.63,229.526,USD
Trimbach Pnt Gris Rsv,raw_material,0.0,0.0,6.0,8.0,,125.94,25.188000000000002,USD
Trimbach Riesling,raw_material,0.0,0.0,7.181818181818182,8.545454545454545,,1368.7099999999998,273.74199999999996,USD
Trinchero BRV Cab Svgn Napa,raw_material,0.0,0.0,1.1666666666666667,6.0,,279.965,55.992999999999995,USD
Trinchero Main St Cab Svgn,raw_material,0.0,0.0,7.142857142857143,7.285714285714286,,449.5,89.9,USD
Trinity Oaks Cab Svgn Cal,raw_material,0.0,0.0,12.5,6.0,,199.75,39.95,USD
Trinity Oaks Chard Cal,raw_material,0.0,0.0,10.5,7.0,,83.895,16.779,USD
Trinity Oaks Pnt Nr Cal,raw_material,0.0,0.0,7.75,7.0,,123.845,24.769000000000002,USD
Trione Family Vyds Red Blend,raw_material,0.0,0.0,6.0,9.0,,197.94,39.588,USD
Trione Family Vyds Svgn Bl,raw_material,0.0,0.0,12.0,7.0,,299.88,59.976,USD
Triton Avante Mencia,raw_material,0.0,0.0,8.5,10.5,,254.82999999999998,50.966,USD
Trivento Amado Sur Malbec,raw_material,0.0,0.0,5.3125,7.375,,637.075,127.41500000000002,USD
Trivento Rsv Cab Malbec,raw_material,0.0,0.0,5.4,7.8,,292.23,58.446000000000005,USD
